term,tag,value,pstv,neut,ngtv,dunno,distortion
губительность,NGTV,-1.0,0.04,0.08,0.76,0.12,0.0421
губить,NGTV,-1.0,0.0,0.0385,0.8462,0.1154,0.0
гулящий,NGTV,-1.0,0.0357,0.1429,0.75,0.0714,0.0374
гуманный,PSTV,1.0,0.7647,0.1765,0.0,0.0588,0.0
гундосить,NGTV,-0.9,0.037000000000000005,0.1852,0.5556,0.2222,0.0395
давить,NGTV,-0.6026,0.07,0.35,0.47,0.11,0.0804
давиться,NGTV,-1.0,0.0,0.1154,0.8077,0.0769,0.0
давка,NGTV,-1.0,0.0857,0.1143,0.6571,0.1429,0.0969
дальновидность,PSTV,0.8551,0.604,0.2277,0.0792,0.0891,0.0896
дальновидный,PSTV,1.0,0.7407,0.1481,0.037000000000000005,0.0741,0.0389
дальтонизм,NGTV,-0.6639,0.03,0.34,0.54,0.09,0.0317
дар,PSTV,1.0,0.7667,0.1667,0.0333,0.0333,0.0348
дарить,PSTV,0.9643,0.6923,0.1923,0.0,0.1154,0.0
дармоед,NGTV,-1.0,0.0,0.04,0.92,0.04,0.0
даун,NGTV,-0.7632,0.0784,0.2745,0.5686,0.0784,0.0892
движуха,PSTV,0.9231,0.6154,0.1923,0.0769,0.1154,0.0865
двоечник,NGTV,-1.0,0.0,0.1154,0.8077,0.0769,0.0
двоечница,NGTV,-0.9,0.0313,0.2188,0.6563,0.0938,0.0327
двуликий,NGTV,-0.9167,0.0625,0.2188,0.6875,0.0313,0.0682
двуличный,NGTV,-1.0,0.0833,0.125,0.7083,0.0833,0.0931
дебилизм,NGTV,-1.0,0.0,0.04,0.92,0.04,0.0
дебильность,NGTV,-1.0,0.0,0.0,0.92,0.08,0.0
дебош,NGTV,-1.0,0.08,0.08,0.76,0.08,0.0884
дебют,PSTV,0.9643,0.6429,0.1786,0.0,0.1786,0.0
дебютировать,PSTV,0.8196,0.53,0.22,0.06,0.19,0.0668
деваха,NGTV,-0.8939,0.1386,0.198,0.5842,0.0792,0.1715
девка,NGTV,-0.96,0.11,0.18,0.64,0.07,0.1289
девчушка,PSTV,0.9,0.5556,0.1852,0.0741,0.1852,0.084
дегенерат,NGTV,-1.0,0.0303,0.0909,0.8182,0.0606,0.0314
деградация,NGTV,-1.0,0.037000000000000005,0.0,0.8889,0.0741,0.0386
деградировать,NGTV,-1.0,0.0,0.1154,0.7692,0.1154,0.0
дедуля,PSTV,0.8534,0.6535,0.2475,0.0495,0.0495,0.0533
дедушка,PSTV,0.8284,0.6549,0.2655,0.0177,0.0619,0.0182
дезертир,NGTV,-0.9545,0.0833,0.1667,0.5833,0.1667,0.0952
дезинформация,NGTV,-0.9,0.0588,0.2059,0.6176,0.1176,0.0644
дезинформировать,NGTV,-1.0,0.04,0.12,0.76,0.08,0.0421
дезориентировать,NGTV,-1.0,0.0811,0.1081,0.6216,0.1892,0.0917
действенный,PSTV,0.9,0.6429,0.2143,0.0357,0.1071,0.0377
деликатесный,PSTV,0.9444,0.6296,0.1852,0.0741,0.1111,0.0828
деликатный,PSTV,0.9643,0.72,0.2,0.04,0.04,0.0422
делиться,PSTV,0.9857,0.6571,0.1714,0.0857,0.0857,0.0969
дельфинарий,PSTV,0.8883,0.61,0.21,0.11,0.07,0.1298
дельфинчик,PSTV,0.9,0.75,0.25,0.0,0.0,0.0
дельфинёнок,PSTV,0.9,0.6364,0.2121,0.0303,0.1212,0.0317
демон,NGTV,-1.0,0.04,0.12,0.84,0.0,0.0419
депресняк,NGTV,-1.0,0.08,0.12,0.72,0.08,0.0889
депрессивный,NGTV,-1.0,0.0,0.0313,0.9063,0.0625,0.0
депрессия,NGTV,-1.0,0.0385,0.0385,0.9231,0.0,0.0401
депрессняк,NGTV,-1.0,0.0385,0.0769,0.8462,0.0385,0.0402
депрессуха,NGTV,-1.0,0.0385,0.0769,0.8462,0.0385,0.0402
дерзить,NGTV,-1.0,0.0385,0.0,0.9615,0.0,0.04
дерзновенность,NGTV,-1.0,0.1121,0.1034,0.4655,0.319,0.139
дерзостный,NGTV,-1.0,0.0769,0.1538,0.6538,0.1154,0.086
дерзость,NGTV,-0.8534,0.0594,0.2475,0.6535,0.0396,0.0648
десерт,PSTV,0.8697,0.6449,0.2336,0.0467,0.0748,0.0501
детвора,PSTV,1.0,0.8,0.2,0.0,0.0,0.0
детишки,PSTV,0.9,0.6923,0.2308,0.0192,0.0577,0.0198
детство,PSTV,0.8256,0.6455,0.2636,0.0364,0.0545,0.0384
дефект,NGTV,-1.0,0.0741,0.1111,0.6667,0.1481,0.0823
дефективность,NGTV,-1.0,0.08,0.12,0.68,0.12,0.0894
дефектность,NGTV,-0.9194,0.0741,0.2222,0.7037,0.0,0.0819
дефектный,NGTV,-1.0,0.037000000000000005,0.1111,0.7407,0.1111,0.0389
дефицит,NGTV,-1.0,0.04,0.16,0.8,0.0,0.042
дефицитный,NGTV,-0.8858,0.0806,0.2097,0.6048,0.1048,0.0914
дешёвка,NGTV,-1.0,0.0,0.16,0.8,0.04,0.0
деятельный,PSTV,1.0,0.7308,0.1154,0.0,0.1538,0.0
джаз,PSTV,0.9,0.5833,0.1944,0.0556,0.1667,0.0608
джекпот,PSTV,1.0,0.68,0.16,0.04,0.12,0.0424
джентльмен,PSTV,0.9194,0.6786,0.2143,0.0714,0.0357,0.0789
джентльменский,PSTV,1.0,0.76,0.12,0.04,0.08,0.0421
джентльменство,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
диванчик,PSTV,0.9286,0.52,0.16,0.04,0.28,0.0431
диверсантка,NGTV,-0.6631,0.1111,0.2222,0.3981,0.2685,0.1421
диверсионный,NGTV,-0.7423,0.1176,0.1849,0.4202,0.2773,0.1506
диво,PSTV,1.0,0.7,0.1,0.0,0.2,0.0
дикарка,NGTV,-0.7,0.0392,0.3137,0.5489999999999999,0.098,0.042
дикарь,NGTV,-0.9,0.0,0.2432,0.7297,0.027000000000000003,0.0
диковатый,NGTV,-0.7232,0.0594,0.2871,0.5347,0.1188,0.066
дикость,NGTV,-0.9444,0.08,0.2,0.68,0.04,0.0894
диктат,NGTV,-0.7105,0.1,0.25,0.45,0.2,0.1222
диктаторски,NGTV,-1.0,0.04,0.12,0.68,0.16,0.0424
диктатура,NGTV,-0.8929,0.099,0.1683,0.495,0.2376,0.1188
динамит,NGTV,-0.6609999999999999,0.08,0.33,0.52,0.07,0.0923
дипломатичность,PSTV,0.9,0.7241,0.2414,0.0345,0.0,0.0361
дискомфорт,NGTV,-1.0,0.0714,0.0357,0.8929,0.0,0.0771
дискомфортность,NGTV,-1.0,0.0,0.12,0.88,0.0,0.0
дискриминация,NGTV,-1.0,0.0,0.1071,0.8214,0.0714,0.0
дистрофический,NGTV,-0.9231,0.0,0.1923,0.6154,0.1923,0.0
дистрофия,NGTV,-1.0,0.0769,0.1154,0.7308,0.0769,0.085
дисциплина,PSTV,0.9,0.6,0.2,0.0333,0.1667,0.0352
дисциплинированность,PSTV,0.9828,0.76,0.2,0.0,0.04,0.0
дисциплинировать,PSTV,0.9,0.6593,0.2198,0.0549,0.0659,0.0595
днюха,PSTV,1.0,0.6847,0.1261,0.1081,0.0811,0.1252
добаловаться,NGTV,-1.0,0.0714,0.0714,0.7857,0.0714,0.0779
добегаться,NGTV,-0.9545,0.0857,0.1714,0.6,0.1429,0.098
добивать,NGTV,-0.625,0.1287,0.3069,0.4752,0.0891,0.1636
добиваться,PSTV,0.9,0.6522,0.2174,0.0652,0.0652,0.0717
добить,NGTV,-0.7212,0.1,0.27,0.5,0.13,0.12
добиться,PSTV,1.0,0.75,0.1786,0.0,0.0714,0.0
добрейший,PSTV,1.0,0.88,0.04,0.0,0.08,0.0
добренький,PSTV,1.0,0.7549,0.0784,0.1176,0.049,0.136
добреть,PSTV,1.0,0.88,0.0,0.04,0.08,0.0418
доброволец,PSTV,1.0,0.9259,0.0741,0.0,0.0,0.0
добровольность,PSTV,1.0,0.64,0.16,0.08,0.12,0.09
добровольный,PSTV,0.9098,0.6491,0.2105,0.0351,0.1053,0.037000000000000005
добровольческий,PSTV,0.9107,0.6939,0.2245,0.0,0.0816,0.0
добродетель,PSTV,1.0,0.96,0.04,0.0,0.0,0.0
добродушие,PSTV,1.0,0.88,0.04,0.04,0.04,0.0418
добродушный,PSTV,1.0,0.88,0.08,0.0,0.04,0.0
доброжелатель,PSTV,1.0,0.92,0.0,0.0,0.08,0.0
доброжелательность,PSTV,1.0,0.7692,0.0769,0.0769,0.0769,0.0846
доброжелательный,PSTV,1.0,0.96,0.0,0.0,0.04,0.0
доброжелательство,PSTV,1.0,0.9259,0.037000000000000005,0.0,0.037000000000000005,0.0
доброкачественный,PSTV,1.0,0.8077,0.1154,0.0385,0.0385,0.0403
добропорядочный,PSTV,1.0,0.76,0.08,0.0,0.16,0.0
добросердечие,PSTV,1.0,0.9259,0.037000000000000005,0.037000000000000005,0.0,0.0385
добросердечность,PSTV,1.0,0.9259,0.0,0.037000000000000005,0.037000000000000005,0.0385
добросердечный,PSTV,1.0,0.8889,0.0,0.0,0.1111,0.0
добросовестность,PSTV,1.0,0.8571,0.0714,0.0357,0.0357,0.0372
добросовестный,PSTV,1.0,0.9259,0.037000000000000005,0.0,0.037000000000000005,0.0
доброта,PSTV,1.0,0.8846,0.0385,0.0,0.0769,0.0
добрый,PSTV,1.0,0.88,0.08,0.0,0.04,0.0
добряк,PSTV,1.0,0.8214,0.1071,0.0,0.0714,0.0
добрячок,PSTV,1.0,0.6923,0.1538,0.0769,0.0769,0.0855
добытчица,PSTV,0.8365,0.58,0.23,0.07,0.12,0.0784
доверие,PSTV,1.0,0.8,0.08,0.0,0.12,0.0
доверительность,PSTV,0.9,0.6774,0.2258,0.0215,0.0753,0.0222
доверительный,PSTV,1.0,0.84,0.08,0.0,0.08,0.0
доверить,PSTV,0.9211,0.6604,0.2075,0.0566,0.0755,0.0615
довериться,PSTV,1.0,0.7692,0.1154,0.0769,0.0385,0.0846
доверять,PSTV,1.0,0.8148,0.1111,0.0741,0.0,0.0808
доверяться,PSTV,0.9074,0.6533,0.2133,0.0533,0.08,0.0577
довоеваться,NGTV,-0.8984,0.1574,0.1389,0.5463,0.1574,0.2028
довольный,PSTV,1.0,0.96,0.04,0.0,0.0,0.0
довольство,PSTV,1.0,0.6389,0.0833,0.0833,0.1944,0.0942
догадливость,PSTV,0.9,0.72,0.24,0.0,0.04,0.0
догадливый,PSTV,1.0,0.8519,0.1111,0.037000000000000005,0.0,0.0386
договариваться,PSTV,0.9828,0.7308,0.1923,0.0385,0.0385,0.0405
доиграться,NGTV,-1.0,0.0,0.12,0.84,0.04,0.0
докапываться,NGTV,-0.6892,0.1111,0.2778,0.4722,0.1389,0.1373
докатиться,NGTV,-0.7373,0.0693,0.297,0.5743,0.0594,0.0777
доконать,NGTV,-1.0,0.08,0.04,0.84,0.04,0.0876
докопаться,NGTV,-0.9,0.0714,0.2143,0.6429,0.0714,0.0794
докуриться,NGTV,-1.0,0.04,0.0,0.88,0.08,0.0418
долбануть,NGTV,-1.0,0.0769,0.1154,0.7308,0.0769,0.085
долбать,NGTV,-0.8878,0.0865,0.1923,0.5577,0.1635,0.1
долговечность,PSTV,1.0,0.6667,0.1111,0.0833,0.1389,0.0938
долговечный,PSTV,0.8445,0.6634,0.2574,0.0297,0.0495,0.031
долговой,NGTV,-0.6351,0.0762,0.3048,0.4476,0.1714,0.0892
долгожданный,PSTV,1.0,0.6923,0.1538,0.0769,0.0769,0.0855
долгожительство,PSTV,0.9,0.6857,0.2286,0.0,0.0857,0.0
долголетие,PSTV,1.0,0.8,0.0286,0.0857,0.0857,0.0949
долечить,PSTV,0.9,0.6563,0.2188,0.0313,0.0938,0.0327
долечиться,PSTV,0.8097,0.604,0.2574,0.0693,0.0693,0.0773
должник,NGTV,-0.9,0.05,0.225,0.675,0.05,0.0537
должок,NGTV,-0.7364,0.1132,0.2642,0.5094,0.1132,0.1384
доломать,NGTV,-0.9,0.0,0.24,0.72,0.04,0.0
домогательство,NGTV,-1.0,0.04,0.12,0.72,0.12,0.0422
домогаться,NGTV,-1.0,0.0667,0.1333,0.7,0.1,0.073
домучиваться,NGTV,-1.0,0.0857,0.1429,0.6429,0.1286,0.0971
донимать,NGTV,-1.0,0.04,0.16,0.8,0.0,0.042
донор,PSTV,0.96,0.6809,0.1915,0.0851,0.0426,0.0957
доносить,NGTV,-0.7204,0.13,0.27,0.51,0.09,0.1631
допекать,NGTV,-0.7727,0.11,0.24,0.51,0.14,0.1337
допиться,NGTV,-0.9783,0.0891,0.1584,0.5941,0.1584,0.1025
допрашивать,NGTV,-0.7632,0.07,0.28,0.58,0.07,0.0784
допрос,NGTV,-0.7358,0.12,0.27,0.52,0.09,0.1477
допрыгаться,NGTV,-0.9474,0.0882,0.2059,0.7059,0.0,0.0993
допытывать,NGTV,-0.7286,0.06,0.27,0.51,0.16,0.0671
дороговатый,NGTV,-0.7709999999999999,0.1188,0.2574,0.5446,0.0792,0.1447
дороговизна,NGTV,-0.6509,0.1078,0.2941,0.451,0.1471,0.1336
дорожить,PSTV,1.0,0.7778,0.1111,0.037000000000000005,0.0741,0.0388
досада,NGTV,-0.9828,0.0,0.2,0.76,0.04,0.0
досадить,NGTV,-1.0,0.0,0.08,0.88,0.04,0.0
досадный,NGTV,-0.9,0.0833,0.2222,0.6667,0.0278,0.0938
доскакаться,NGTV,-0.9,0.0857,0.2,0.6,0.1143,0.098
доспать,PSTV,0.9,0.6429,0.2143,0.0714,0.0714,0.0794
доставание,NGTV,-0.8654,0.0874,0.2136,0.5825,0.1165,0.1005
достаток,PSTV,1.0,0.84,0.04,0.0,0.12,0.0
достигать,PSTV,0.9098,0.74,0.24,0.0,0.02,0.0
достигнуть,PSTV,1.0,0.6774,0.1613,0.0323,0.129,0.0338
достижение,PSTV,1.0,0.88,0.08,0.0,0.04,0.0
достижимый,PSTV,0.9,0.6923,0.2308,0.0385,0.0385,0.0406
достичь,PSTV,0.9,0.7059,0.2353,0.0235,0.0353,0.0243
достоверный,PSTV,0.9828,0.7037,0.1852,0.0741,0.037000000000000005,0.0819
достоинство,PSTV,1.0,0.8,0.12,0.0,0.08,0.0
достойнейший,PSTV,1.0,0.7857,0.0714,0.0714,0.0714,0.0779
достойный,PSTV,1.0,0.8929,0.0,0.0357,0.0714,0.0371
достроить,PSTV,0.9,0.7286,0.2429,0.0,0.0286,0.0
досыта,PSTV,0.9,0.6818,0.2273,0.0227,0.0682,0.0235
дотошность,NGTV,-0.7547,0.1468,0.21100000000000002,0.5138,0.1284,0.1887
дотошный,NGTV,-0.7149,0.1875,0.1964,0.5625,0.0536,0.25
дохлый,NGTV,-1.0,0.0385,0.1923,0.7692,0.0,0.0404
дохляк,NGTV,-1.0,0.08,0.16,0.72,0.04,0.0889
дохнуть,NGTV,-1.0,0.1,0.16,0.68,0.06,0.1147
доход,PSTV,1.0,0.72,0.16,0.04,0.08,0.0422
доходный,PSTV,0.9,0.629,0.2097,0.0645,0.0968,0.0711
доходчивость,PSTV,1.0,0.7586,0.1034,0.0345,0.1034,0.0361
доходчивый,PSTV,1.0,0.7097,0.1613,0.0,0.129,0.0
доченька,PSTV,1.0,0.8077,0.1154,0.0385,0.0385,0.0403
дочурка,PSTV,1.0,0.7317,0.1707,0.0244,0.0732,0.0252
драгоценность,PSTV,0.8644,0.6602,0.2427,0.0291,0.068,0.0304
драгоценный,PSTV,1.0,0.8621,0.1379,0.0,0.0,0.0
дразнилка,NGTV,-0.9653,0.099,0.1782,0.6436,0.0792,0.1142
дразнить,NGTV,-1.0,0.04,0.08,0.88,0.0,0.0418
дразниться,NGTV,-1.0,0.0345,0.069,0.8276,0.069,0.0359
драйв,PSTV,0.9,0.6111,0.2037,0.0556,0.1296,0.0606
драка,NGTV,-1.0,0.0385,0.0,0.9231,0.0385,0.0401
драконовский,NGTV,-0.6154,0.1,0.26,0.38,0.26,0.1263
драматизировать,NGTV,-0.7075,0.11,0.28,0.5,0.11,0.1342
драный,NGTV,-0.9194,0.0,0.2143,0.6786,0.1071,0.0
драть,NGTV,-1.0,0.0882,0.0882,0.8235,0.0,0.0977
драться,NGTV,-1.0,0.037000000000000005,0.1481,0.7778,0.037000000000000005,0.0388
драчливость,NGTV,-1.0,0.04,0.12,0.72,0.12,0.0422
драчливый,NGTV,-1.0,0.04,0.16,0.72,0.08,0.0422
драчун,NGTV,-1.0,0.0,0.0741,0.7778,0.1481,0.0
драчунья,NGTV,-1.0,0.0,0.12,0.76,0.12,0.0
дребедень,NGTV,-0.9828,0.0333,0.1667,0.6333,0.1667,0.0351
дребезг,NGTV,-0.7427,0.0882,0.2549,0.5,0.1569,0.1038
дребезжать,NGTV,-0.6509,0.06,0.3,0.46,0.18,0.0678
дремучесть,NGTV,-0.6933,0.0588,0.3137,0.5392,0.0882,0.0652
друг,PSTV,1.0,0.7955,0.0682,0.0682,0.0682,0.07400000000000001
друг-приятель,PSTV,1.0,0.76,0.16,0.04,0.04,0.0421
друган,PSTV,1.0,0.72,0.16,0.08,0.04,0.0889
дружба,PSTV,1.0,0.9615,0.0385,0.0,0.0,0.0
дружбан,PSTV,0.9324,0.6216,0.1892,0.027000000000000003,0.1622,0.0282
дружелюбие,PSTV,1.0,0.92,0.04,0.0,0.04,0.0
дружелюбность,PSTV,1.0,0.8077,0.1538,0.0,0.0385,0.0
дружелюбный,PSTV,1.0,0.88,0.08,0.04,0.0,0.0418
дружески,PSTV,1.0,0.8,0.08,0.08,0.04,0.08800000000000001
дружеский,PSTV,1.0,0.9231,0.0385,0.0385,0.0,0.0401
дружественность,PSTV,1.0,0.9286,0.0357,0.0,0.0357,0.0
дружественный,PSTV,1.0,0.75,0.1429,0.0357,0.0714,0.0374
дружить,PSTV,1.0,0.8462,0.0769,0.0,0.0769,0.0
дружище,PSTV,1.0,0.72,0.16,0.0,0.12,0.0
дружный,PSTV,1.0,0.88,0.04,0.04,0.04,0.0418
дружок,PSTV,0.9,0.6667,0.2222,0.0185,0.0926,0.019
дружочек,PSTV,1.0,0.6832,0.099,0.099,0.1188,0.1134
дряблость,NGTV,-1.0,0.0741,0.1481,0.7407,0.037000000000000005,0.0815
дряблый,NGTV,-1.0,0.0,0.1471,0.7941,0.0588,0.0
дрянь,NGTV,-1.0,0.037000000000000005,0.1481,0.8148,0.0,0.0387
дряхлый,NGTV,-0.9,0.0123,0.2346,0.7037,0.0494,0.0126
дубасить,NGTV,-1.0,0.098,0.1275,0.7157,0.0588,0.1115
дубинка,NGTV,-0.6161,0.11,0.33,0.46,0.1,0.1363
дурак,NGTV,-1.0,0.08,0.16,0.76,0.0,0.0884
дурацкий,NGTV,-1.0,0.0,0.069,0.8966,0.0345,0.0
дурачина,NGTV,-1.0,0.04,0.08,0.8,0.08,0.042
дурачить,NGTV,-0.9787,0.1569,0.1373,0.6078,0.098,0.1973
дурачок,NGTV,-0.7059,0.1579,0.2018,0.5,0.1404,0.2078
дурачьё,NGTV,-1.0,0.0385,0.0769,0.7692,0.1154,0.0404
дурдом,NGTV,-0.9545,0.0833,0.1667,0.5833,0.1667,0.0952
дуреть,NGTV,-1.0,0.037000000000000005,0.0741,0.8519,0.037000000000000005,0.0386
дурить,NGTV,-1.0,0.08,0.16,0.72,0.04,0.0889
дурнеть,NGTV,-1.0,0.0385,0.0769,0.7308,0.1538,0.0405
дурной,NGTV,-1.0,0.0385,0.0385,0.9231,0.0,0.0401
дурнушка,NGTV,-0.7957,0.0777,0.2621,0.5922,0.068,0.0879
дурость,NGTV,-1.0,0.069,0.1034,0.6207,0.2069,0.0766
дурочка,NGTV,-0.8394,0.1,0.24,0.61,0.05,0.1164
дурь,NGTV,-1.0,0.0,0.1071,0.8571,0.0357,0.0
дурёха,NGTV,-0.6863,0.17,0.21,0.52,0.1,0.2256
дуться,NGTV,-1.0,0.04,0.12,0.64,0.2,0.0425
духота,NGTV,-0.9,0.0405,0.2297,0.6892,0.0405,0.0429
душевность,PSTV,1.0,0.88,0.08,0.04,0.0,0.0418
душевный,PSTV,1.0,0.9032,0.0323,0.0323,0.0323,0.0334
душегуб,NGTV,-1.0,0.0,0.0667,0.7,0.2333,0.0
душераздирающий,NGTV,-0.8394,0.1089,0.2376,0.604,0.0495,0.1286
душечка,PSTV,1.0,0.8519,0.0741,0.037000000000000005,0.037000000000000005,0.0386
душистый,PSTV,0.9545,0.7778,0.2222,0.0,0.0,0.0
душить,NGTV,-1.0,0.0741,0.1481,0.6667,0.1111,0.0823
душный,NGTV,-1.0,0.04,0.12,0.8,0.04,0.042
душок,NGTV,-0.8933,0.12,0.18,0.53,0.17,0.1472
дылда,NGTV,-0.9375,0.0,0.2222,0.7407,0.037000000000000005,0.0
дынька,PSTV,0.9,0.6774,0.2258,0.0,0.0968,0.0
дырявый,NGTV,-0.7119,0.0777,0.301,0.5437,0.0777,0.0888
дьявол,NGTV,-1.0,0.0882,0.0588,0.7353,0.1176,0.0988
дьявольски,NGTV,-1.0,0.0769,0.1154,0.6538,0.1538,0.086
дьявольский,NGTV,-1.0,0.0741,0.0741,0.8148,0.037000000000000005,0.0808
дядюшка,PSTV,0.9857,0.6389,0.1667,0.0833,0.1111,0.0942
дёргание,NGTV,-0.6328,0.0654,0.3458,0.5047,0.0841,0.0739
дёрганый,NGTV,-0.8421,0.0495,0.2475,0.6337,0.0693,0.0534
дёрганье,NGTV,-0.9194,0.0,0.1875,0.5938,0.2188,0.0
единомыслие,PSTV,0.9444,0.68,0.2,0.08,0.04,0.0894
единомышленник,PSTV,1.0,0.6727,0.1545,0.1273,0.0455,0.1514
единство,PSTV,0.9828,0.7308,0.1923,0.0,0.0769,0.0
ерунда,NGTV,-0.6951,0.0792,0.3267,0.5644,0.0297,0.0903
ерундовина,NGTV,-0.8654,0.1,0.22,0.6,0.08,0.1167
ерундовый,NGTV,-0.7844,0.0792,0.2574,0.5644,0.099,0.0903
ехидничать,NGTV,-1.0,0.0,0.1481,0.6296,0.2222,0.0
ехидность,NGTV,-0.9107,0.02,0.22,0.68,0.08,0.0206
ехидный,NGTV,-1.0,0.0769,0.0385,0.7692,0.1154,0.0846
жадина,NGTV,-1.0,0.0714,0.1071,0.75,0.0714,0.0782
жадничать,NGTV,-1.0,0.0741,0.1111,0.7037,0.1111,0.0819
жадность,NGTV,-1.0,0.04,0.08,0.88,0.0,0.0418
жадный,NGTV,-1.0,0.0,0.0,1.0,0.0,0.0
жадюга,NGTV,-1.0,0.0,0.0,0.88,0.12,0.0
жажда,NGTV,-0.6391,0.0594,0.3267,0.4851,0.1287,0.0667
жалить,NGTV,-1.0,0.0882,0.1765,0.7059,0.0294,0.0993
жалкий,NGTV,-0.9375,0.0508,0.2034,0.6779999999999999,0.0678,0.0547
жалкость,NGTV,-0.6974,0.13,0.24,0.47,0.16,0.166
жалоба,NGTV,-0.8158,0.0594,0.2574,0.6139,0.0693,0.0652
жалобность,NGTV,-0.9231,0.04,0.2,0.64,0.12,0.0425
жалобный,NGTV,-0.9175,0.0926,0.1852,0.5833,0.1389,0.1073
жаловаться,NGTV,-0.8759999999999999,0.0459,0.2385,0.6697,0.0459,0.049
жарища,NGTV,-0.7632,0.1262,0.2718,0.5631,0.0388,0.1545
желанность,PSTV,0.9,0.6364,0.2121,0.0303,0.1212,0.0317
желанный,PSTV,1.0,0.84,0.08,0.04,0.04,0.0419
желчь,NGTV,-0.6964,0.0971,0.2913,0.5049,0.1068,0.1158
жемчужина,PSTV,0.9194,0.6333,0.2,0.0667,0.1,0.0737
женоненавистник,NGTV,-0.9828,0.037000000000000005,0.1852,0.7037,0.0741,0.039
жеребёночек,PSTV,0.9,0.6667,0.2222,0.0,0.1111,0.0
жертва,NGTV,-1.0,0.08,0.12,0.68,0.12,0.0894
жертвоприношение,NGTV,-0.9085,0.0833,0.1944,0.5972,0.125,0.095
жестокий,NGTV,-1.0,0.08,0.08,0.76,0.08,0.0884
жестокость,NGTV,-1.0,0.0,0.0357,0.9286,0.0357,0.0
жесточайший,NGTV,-1.0,0.0769,0.0769,0.7308,0.1154,0.085
жесть,NGTV,-0.8208,0.06,0.24,0.58,0.12,0.0662
жечься,NGTV,-0.9375,0.0816,0.1837,0.6122,0.1224,0.0925
жжение,NGTV,-1.0,0.04,0.12,0.6,0.24,0.0427
живенько,PSTV,1.0,0.7857,0.1429,0.0357,0.0357,0.0373
живодёр,NGTV,-1.0,0.0385,0.0,0.8846,0.0769,0.0401
живописание,PSTV,1.0,0.7143,0.1429,0.0714,0.0714,0.0786
живописец,PSTV,0.9,0.72,0.24,0.0,0.04,0.0
живописность,PSTV,0.9444,0.68,0.2,0.08,0.04,0.0894
живописный,PSTV,1.0,0.8571,0.1071,0.0357,0.0,0.0372
живучий,PSTV,0.9057,0.6337,0.2079,0.099,0.0594,0.1145
жизнелюб,PSTV,1.0,0.7308,0.0385,0.0769,0.1538,0.085
жизнелюбие,PSTV,1.0,1.0,0.0,0.0,0.0,0.0
жизнерадостность,PSTV,1.0,0.8462,0.1538,0.0,0.0,0.0
жизнерадостный,PSTV,1.0,0.8846,0.0385,0.0385,0.0385,0.0401
жизнеспособный,PSTV,1.0,0.8056,0.0833,0.0833,0.0278,0.092
жизнестойкость,PSTV,1.0,0.8889,0.1111,0.0,0.0,0.0
жизнь,PSTV,0.8092,0.6212,0.2652,0.0682,0.0455,0.0757
жирдяй,NGTV,-1.0,0.0345,0.1379,0.7931,0.0345,0.036000000000000004
жиреть,NGTV,-1.0,0.0,0.16,0.72,0.12,0.0
жирный,NGTV,-0.6563,0.068,0.3495,0.5437,0.0388,0.0765
жировать,NGTV,-1.0,0.1078,0.1373,0.5489999999999999,0.2059,0.129
жируха,NGTV,-0.9286,0.08,0.16,0.52,0.24,0.0923
жить,PSTV,0.8014,0.624,0.272,0.016,0.08800000000000001,0.0164
жлоб,NGTV,-1.0,0.0,0.0385,0.8077,0.1538,0.0
жмот,NGTV,-1.0,0.04,0.12,0.8,0.04,0.042
жрать,NGTV,-0.9485,0.1667,0.1471,0.6176,0.0686,0.2116
жулик,NGTV,-1.0,0.08,0.04,0.76,0.12,0.0884
жульничать,NGTV,-1.0,0.0385,0.1923,0.7692,0.0,0.0404
жульнический,NGTV,-1.0,0.0,0.0,0.8846,0.1154,0.0
жульничество,NGTV,-1.0,0.0385,0.0,0.9615,0.0,0.04
журавлик,PSTV,0.9,0.6429,0.2143,0.0357,0.1071,0.0377
жуткий,NGTV,-1.0,0.04,0.16,0.72,0.08,0.0422
жутковатый,NGTV,-0.9828,0.04,0.2,0.76,0.0,0.0421
жуткость,NGTV,-1.0,0.0,0.0,1.0,0.0,0.0
жуть,NGTV,-0.9167,0.0303,0.2121,0.6667,0.0909,0.0317
зааплодировать,PSTV,1.0,0.7308,0.1154,0.0769,0.0769,0.085
забава,PSTV,1.0,0.7407,0.1481,0.037000000000000005,0.0741,0.0389
забавлять,PSTV,0.9324,0.6571,0.2,0.0857,0.0571,0.0969
забавляться,PSTV,0.9783,0.6522,0.1739,0.087,0.087,0.0986
забавный,PSTV,1.0,0.7692,0.0385,0.0769,0.1154,0.0846
забалтывать,NGTV,-0.6053,0.1078,0.3333,0.451,0.1078,0.1336
забастовать,NGTV,-1.0,0.04,0.08,0.64,0.24,0.0425
забиваться,NGTV,-0.9,0.0667,0.2,0.6,0.1333,0.0741
забитость,NGTV,-1.0,0.0,0.04,0.72,0.24,0.0
забитый,NGTV,-1.0,0.08,0.12,0.64,0.16,0.09
забиться,NGTV,-0.6286,0.1287,0.2772,0.4554,0.1386,0.1651
забияка,NGTV,-1.0,0.0769,0.1154,0.6154,0.1923,0.0865
заблаговременный,PSTV,1.0,0.6296,0.1481,0.0741,0.1481,0.0828
заблевать,NGTV,-1.0,0.0,0.08,0.92,0.0,0.0
